CO_LOCAL_OFERTA_IES|NO_LOCAL_OFERTA|CO_IES
658315|CAMPUS  - CURITIBA - CENTRO|1198
658317|CAMPUS  - NOVA LIMA - VILA DA SERRA|1201
6928|BAURU/SP - COC|1270
6929|JAÚ - COC|1270
6930|MATÃO - COC|1270
6931|MOGI GUAÇÚ - COC|1270
6932|PIRASSUNUNGA - COC|1270
658285|CAMPUS  - ITU - CENTRO|1149
8354|PALMAS|1196
8355|PATROCÍNIO|1196
694738|CAMPUS II (Unidade Sede)|1202
658319|AMAMBAÍ - MS|1204
7444|SANTO ANDRÉ|1205
7483|CUIABÁ|1205
7511|POLO EAD - URUAÇU|1205
7527|Polo EAD  - CURITIBA|1205
7590|SINOP|1205
9098|POLO EAD - SALVADOR|1205
20692|TIJUCAS|1205
20705|URUGUAIANA|1205
20709|FEIRA DE SANTANA|1205
6942|OURINHOS - COC|1270
6943|RONDONÓPOLIS - CESUR|1270
6946|DESCALVADO - NAME|1270
6949|CATANDUVA - PARCEIRO COC|1270
658286|CAMPUS  - SÃO PAULO - MOOCA|1150
1056473|Campus José Edgar da Mota Freitas|1151
1507|Campos|1153
1508|Nova Friburgo|1153
1510|Niterói (Excepcionalmente)|1153
2527|Rio de Janeiro - Ipanema|1153
8357|BARBOSA FERRAZ|1196
8373|Endereço Correto:  Rua José Carlos Machado, 163 - CEP 19061-520 - Central Park Residence - Presidente Prudente/SP|1196
20712|IRECÊ|1205
20720|TEIXEIRA DE FREITAS|1205
20721|VITORIA DA CONQUISTA|1205
20735|BARRA DE SÃO FRANCISCO|1205
20741|ANÁPOLIS|1205
20742|PALMAS|1205
20747|POSSE|1205
20748|ARAGUAÍNA|1205
20749|RIO VERDE|1205
20765|CASCAVEL|1205
20770|CAPANEMA|1205
20779|MARABÁ|1205
20781|ARCOVERDE|1205
6916|VITÓRIA - PARCEIRO COC|1270
6918|JUNDIAÍ - COC|1270
6919|Polo COC Osasco|1270
6921|Polo COC Piracicaba - Jd Carmelitas|1270
6922|SANTOS - PARCEIRO COC|1270
2528|Rio de Janeiro - Pio X|1153
2529|Rio de Janeiro - Tijuca|1153
25216|Unidade Araruama|1153
25329|Jacarepaguá|1153
25330|Padre Miguel|1153
25331|Méier|1153
658288|CAMPUS  - RIO DE JANEIRO - CENTRO|1153
1052298|Santa Cruz|1153
8388|RIO DE JANEIRO|1196
8485|UBÁ|1196
8492|PRIMAVERA DO LESTE|1196
8566|CAMPINAS|1196
20786|CARUARU|1205
20796|TUCURUÍ|1205
20815|POLO EAD - CORUMBÁ|1205
20817|PORTO ALEGRE|1205
20823|DOURADOS|1205
20826|PASSO FUNDO|1205
20836|PELOTAS|1205
24632|RIO BRANCO|1205
24646|POLO EAD - ITABUNA|1205
24655|JUÍNA|1205
24663|ARIQUEMES|1205
24664|JI-PARANÁ|1205
24667|SÃO JOSÉ DOS CAMPOS|1205
24669|SÃO JOSÉ DO RIO PRETO|1205
6933|RIO CLARO - COC|1270
6934|SANTA RITA DO PASSA QUATRO - COC|1270
1056366|Bangu|1153
1059397|Penha|1153
1069862|Carmo|1153
1003195|Unidade SEDE|1155
658290|FACULDADE CENECISTA DE ITABORAÍ|1156
102593|Unidade SEDE|1157
1065186|Centro de Ensino Superior de Vitória|1159
1039695|Unidade SEDE|1160
658295|Unidade SEDE|1161
658172|Unidade SEDE|1162
658185|Unidade SEDE|1162
658296|UNIDADE  - ALTA FLORESTA|1162
5839|CAMPUS CAJAZEIRAS|1166
36317|CAMPUS CABEDELO|1166
8570|BELÉM|1196
8571|ELDORADO DO CARAJÁS|1196
35168|SIMÕES FILHO|1205
35171|RIO BANANAL|1205
35180|PARAUAPEBAS|1205
35182|BETIM|1205
35189|LOANDA|1205
35192|PARANAVAÍ|1205
35230|SANTA VIToRIA DO PALMAR|1205
35234|IPORÃ DO OESTE|1205
35236|SaO FRANCISCO DO SUL|1205
35237|SAO JOÃO BATISTA|1205
35243|SÃO VICENTE|1205
35244|UBATUBA|1205
658320|CAMPUS  - LAPA - BOQUEIRÃO|1205
658361|Unidade SEDE|1266
658362|Unidade SEDE|1267
1048794|Unidade Salvador Di Bernardi|1267
1055958|Campus Leoberto Leal|1267
6883|ARACAJU - PARCEIRO COC|1270
6913|Polo COC Joinville|1270
36319|CAMPUS MONTEIRO|1166
36320|CAMPUS PATOS|1166
36323|CAMPUS PRINCESA ISABEL|1166
1036162|CAMPUS JOÃO PESSOA|1166
1046403|CAMPUS SOUSA|1166
1046469|CAMPUS CAMPINA GRANDE|1166
1055059|REITORIA|1166
1056079|CAMPUS PICUÍ|1166
1056365|CAMPUS GUARABIRA|1166
1056472|CAMPUS SOUSA - Unidade Sede|1166
1070773|CAMPUS SOUSA - Unidade São Gonçalo|1166
8579|CURITIBA - NOVO MUNDO / CAPÃO RASO|1196
8582|MARINGÁ|1196
8584|RONDONÓPOLIS|1196
1036378|CACHOEIRO DE ITAPEMIRIM|1205
1036385|VILA VELHA|1205
1036405|GOIANIA|1205
1036426|CRUZEIRO DO SUL|1205
1036438|POLO EAD - MACAPÁ|1205
1036470|POLO EAD - FORTALEZA|1205
1036478|POLO EAD - SANTARÉM|1205
1036479|POLO EAD - BELÉM|1205
1036498|RECIFE|1205
1036577|POLO EAD - CAMPO GRANDE|1205
1036590|POLO EAD - REDENÇÃO|1205
1036612|POLO EAD - ITAITUBA|1205
6923|SÃO JOSÉ DOS CAMPOS|1270
6925|Polo COC Sorocaba|1270
4223|Unidade II|1170
1049924|Unidade II|1170
659044|Faculdade Anhanguera de Brasília|1173
688731|CAMPUS  - SABARÁ - CAIEIRA|1174
1585|SEDE - CENTRO RS|1175
658301|PASSO DA AREIA|1175
1067748|Rua do Carpinteiro|1182
26492|Pólo INHUMAS|1185
8585|ITAJUBÁ|1196
8590|TRÊS LAGOAS|1196
8596|APUCARANA|1196
1036619|VALPARAÍSO DE GOIÁS|1205
1036648|POLO EAD - VÁRZEA DA PALMA|1205
1036652|VARGINHA|1205
1036654|GOVERNADOR VALADARES|1205
1036664|MONTES CLAROS|1205
1036670|UBERLaNDIA|1205
1036680|POLO EAD - FOZ DO IGUAÇU|1205
1036695|POLO EAD - PONTA GROSSA|1205
1036718|POLO EAD - RIO DE JANEIRO|1205
1036730|DUQUE DE CAXIAS|1205
1036734|POLO EAD - NOVA FRIBURGO|1205
6935|ARAÇATUBA - COC|1270
6940|GOIÂNIA - COC|1270
6941|MINEIROS - COC|1270
26494|Pólo SÃO PAULO|1185
34501|CAMPUS PARALELA - SALVADOR (SEDE)|1185
8617|SÃO PAULO - VILA MARIANA|1196
8622|SINOP|1196
8750|SUZANO|1196
1036744|POLO EAD - RESENDE|1205
1036762|POLO EAD - MACAÉ|1205
1036767|CHAPECÓ|1205
1036786|POLO EAD - SÃO JOSÉ|1205
1036789|POLO EAD - JOINVILLE|1205
1036796|POLO EAD - SÃO PAULO|1205
1036804|Araçatuba|1205
1036810|MARiLIA|1205
1036832|POLO EAD - BRAGANÇA PAULISTA|1205
1036842|GURUPI|1205
1036861|NATAL|1205
1036865|VILHENA|1205
1036879|POLO EAD - VACARIA|1205
6914|Polo COC Salvador|1270
6915|SÃO LUIS - COC|1270
149301|Campus Comércio Predio I|1185
8806|POÇOS DE CALDAS|1196
8809|MAJOR VIEIRA|1196
8861|Endereço Correto: Rua Santa Cruz, 604, CEP 37002-090, Centro, Varginha-MG|1196
1036882|PORTaO|1205
1037247|POLO EAD - ANGRA DOS REIS|1205
1038025|POLO EAD - TAGUATINGA|1205
1038036|CRICIÚMA|1205
1038037|POLO EAD - ERECHIM|1205
1038071|SANTA INÊS|1205
1038387|POLO EAD - BELO HORIZONTE|1205
1038843|PORANGATU|1205
1038937|VOTORANTIM|1205
2002764|TAIOBEIRAS|1205
2002820|BOA VISTA|1205
2002821|BAGÉ|1205
2005642|ALAGOINHAS|1205
1870|VIA CORPUS|1107
658260|SEDE - MOREIRA CAMPOS|1107
1059665|PARANGABA|1107
25854|Centro Universitário Euro-Americano - Unidade Asa Norte|1113
26548|Centro Universitário Euro-Americano - Unidade Aguas Claras|1113
27693|Centro Universitário Euro-Americano - Unidade Asa Sul|1113
1055205|Campus Plataforma|1185
1059499|Polo Comércio IV|1185
2000320|Pólo CAMPO MOURÃO|1185
8899|ASTORGA|1196
8901|LAGES|1196
8921|RIO GRANDE|1196
2005648|FORMOSA|1205
2005658|TRÊS MARIAS|1205
2005660|RIO VERDE DE MATO GROSSO|1205
2005661|MARACAJU|1205
2005663|PRIMAVERA DO LESTE|1205
2005667|JACAREZINHO|1205
2005672|MAGÉ|1205
2005673|JARU|1205
2005674|ROLIM DE MOURA|1205
2005675|SAO MIGUEL DO GUAPORÉ|1205
2005679|LIBERATO SALZANO|1205
2005683|CAMPOS NOVOS|1205
2005684|FLORIANÓPOLIS|1205
658264|FACULDADE SANTA TEREZINHA|1115
658265|Unidade SEDE|1118
132235|Campus Campos-Centro|1120
149505|Campus Bom Jesus do Itabapoana|1120
2000321|Pólo CURITIBA|1185
136133|Unidade Caraguatatuba - Martim de Sá|1187
658307|CAMPUS  - CARAGUATATUBA - CENTRO|1187
793|São Joaquim|1189
658308|UNIDADE  - LAGES - UNIVERSITÁRIO|1189
8959|BELO HORIZONTE|1196
8960|CONTAGEM- ELDORADO- MG|1196
8961|BETIM|1196
2005695|BOTUCATU|1205
2007972|POLO EAD - CORNÉLIO PROCÓPIO|1205
25544|ESTÁCIO ROMUALDO|1208
658322|SEDE - CANDELÁRIA|1208
1060777|ESTÁCIO ZONA NORTE|1208
688517|CAMPUS  - ASSIS - VILA OURO VERDE|1212
658324|UNIDADE  - CAMPINAS - BAIRRO GUANABARA|1213
658326|CAMPUS  - ITAPETININGA - VILA NASTRI|1219
658328|Unidade SEDE|1221
1000201|Unidade SEDE|1224
658330|CAMPUS  - AMPARO - MARTÍRIO|1225
155048|Campus Campos-Guarus|1120
601103|Campus Macaé|1120
1046859|Campus Cabo Frio|1120
1068097|Campus Itaperuna|1120
658267|CAMPUS  - OSVALDO CRUZ - JARDIM DAS BANDEIRAS|1122
658268|CAMPUS  - SALVADOR - PATAMARES|1123
658269|CAMPUS  - BARREIRAS - CENTRO|1124
834|Unidade - Curitiba - Santo Inácio|1125
330|Campus de Irati|1126
2762|Campus Avançado de Prudentópolis|1126
2763|Campus Avançado de Chopinzinho|1126
1060978|Bom Retiro|1189
658309|CAMPUS  - SÃO PAULO - BELENZINHO|1190
658310|UNIDADE  - FORTALEZA - CENTRO|1191
1038233|Unidade SEDE|1192
696741|CAMPUS  - SÃO CAETANO DO SUL - CENTRO|1195
8078|MEDIANEIRA|1196
8265|BRASÍLIA|1196
8969|SETE LAGOAS|1196
9007|SALVADOR - BA|1196
9045|UNIÃO DA VITÓRIA|1196
1047532|CAMPUS AMPARO|1225
658331|CAMPUS  - Cidade Universitária|1226
1048174|UNINORTE - CIDADE UNIVERSITARIA|1226
658332|CAMPUS - BARREIRAS - BOA SORTE|1227
2764|Campus Avançado de Laranjeiras do Sul|1126
2765|Campus Avançado de Pitanga|1126
14123|PARANAVAÍ|1126
14137|Polo UAB - GOIOERÊ|1126
14172|CORONEL VIVIDA|1126
14199|IRATI|1126
8277|TEODORO SAMPAIO|1196
8284|CAMPO MOURÃO|1196
20447|ITUPORANGA|1196
26002|ARAPONGAS|1196
2007966|Polo de Apoio Presencial Porto Alegre|1472
2007967|ROLIM DE MOURA|1472
2007970|POSSE|1472
6231|Polo de Apoio Presencial - Lages/SC|1472
6232|Polo de Apoio Presencial de Xaxim|1472
7209|Marabá - Faculdade Metropolitana de Marabá (EAD)|1472
1052566|Pólo de Apoio Presencial Teixeira de Freitas|1472
1052568|Pólo de Apoio Presencial Itumbiara/GO|1472
1052570|Pólo de Apoio Presencial Posse/GO|1472
2005637|PORTO ALEGRE|1472
2005638|Polo de Apoio Presencial de Salvador|1472
658513|CAMPUS  - SÃO PAULO - BARRA FUNDA|1476
28525|Unidade Santa Maria - Região Administrativa XIII|1477
658514|CAMPUS  - TAGUATINGA - REGIÃO ADMINISTRATIVA III|1477
1062576|FACULDADE JK TAGUATINGA|1477
1064896|FACULDADE JK DE TECNOLOGIA - SANTA MARIA|1477
137937|Unidade SEDE|1478
1060920|UNIDADE II|1478
149343|FACULDADE IBMEC|1484
658518|SEDE - VITÓRIA|1486
7210|Polo de Apoio Presencial - Herval d´Oeste/SC|1472
2005612|BELÉM|1472
2005639|SÃO LUÍS|1472
2005640|SÃO PAULO DAS MISSOES|1472
689693|Faculdade Dom Bosco|1487
1004316|Marumby|1487
658520|Unidade SEDE|1488
3247|Unidade - Rodovia Ademar de Barros|1490
658522|CAMPUS  - JAGUARIÚNA - JARDIM DOM BOSCO|1490
7214|Polo de Apoio Presencial - Maringá/PR|1472
7219|Polo de Apoio Presencial - Erval Seco/RS|1472
2005613|BENTO GONÇALVES|1472
2005614|BRUSQUE|1472
2005641|Polo de Apoio Presencial - Serra/ES|1472
2006794|ALAGOINHAS|1472
2614|Unidade GARCEZ|1491
6187|PAP CURITIBA (DIVINA) - PR,|1491
7227|Polo de Apoio Presencial - Curitiba/PR|1472
7250|Polo de Apoio Presencial - Belém/PA|1472
2005615|CAMAQUÃ|1472
2005616|Polo de Apoio Presencial - Cameta/PA|1472
2006795|Polo de Apoio Presencial de Itabuna|1472
2006796|JACOBINA|1472
6245|Polo de Apoio Presencial - Macapa|1491
6246|OIAPOQUE|1491
6248|ALFENAS|1491
6249|Pap Brumado|1491
12265|Polo de Apoio Presencial - Feira de Santana/BA|1472
2005617|Polo de Apoio Presencial - Campo Grande/MS|1472
2006797|PAULO AFONSO|1472
2006798|Pólo de Apoio Presencial Teixeira de Freitas|1472
6262|PAP CONDEUBA|1491
6267|PAP Itiuba|1491
12307|Polo de Apoio Presencial de Brusque|1472
12331|Polo de Apoio Presencial de Joinville/SC|1472
2005618|Polo de Apoio Presencial - Capão da Canoa/RS|1472
2005619|Polo de Apoio Presencial - Capivari de Baixo/SC|1472
2006799|ITUMBIARA|1472
6238|JUNQUEIRO|1491
6239|Polo de Apoio Presencial - Maceio|1491
6240|Polo de Apoio Presencial - Palmeira dos Indios|1491
13959|Polo de Apoio Presencial - Bento Gonçalves/RS|1472
2005620|Polo de Apoio Presencial Colider/MT|1472
2006800|Polo de Apoio Presencial - Porangatu/GO|1472
2006801|POSSE|1472
6251|PAP CACULE|1491
6253|Polo de Apoio Presencial - Aracaju|1491
24021|Polo de Apoio Presencial - Ituporanga/SC|1472
24588|MARABA|1472
2005621|Polo de Apoio Presencial - Criciúma/SC|1472
2005622|CURITIBA|1472
2006802|MARACAJU|1472
2006803|Polo de Apoio Presencial Ji-Parana|1472
6198|PORTO DOS GAÚCHOS|1491
6200|Polo de Apoio Presencial - Rio Branco|1491
24603|BALNEARIO CAMBORIU|1472
2005623|ERVAL SECO|1472
2005624|FEIRA DE SANTANA|1472
2006804|ROLIM DE MOURA|1472
6242|PAP MANAUS|1491
24604|Polo de Apoio Presencial de Blumenau|1472
24609|GUARAMIRIM|1472
2005625|FLORIANÓPOLIS|1472
2007954|Polo de Apoio Presencial Belem|1472
2007955|Polo de Apoio Presencial Cameta|1472
6256|PAP ASSIS|1491
6258|ATIBAIA|1491
24610|Polo de Apoio Presencial - Itapiranga/SC|1472
24614|Polo de Apoio Presencial de Rio do Sul|1472
2005626|HERVAL D'OESTE|1472
2005627|IMBITUBA|1472
2007956|CAPIVARI DE BAIXO|1472
2007957|Polo de Apoio Presencial de Curitiba|1472
6235|CRUZEIRO DO SUL|1491
6237|DELMIRO GOUVEIA|1491
24616|XAXIM|1472
2005629|ITUPORANGA|1472
2005630|Polo de Apoio Presencial Joinville|1472
2007958|Polo de Apoio Presencial Erval Seco|1472
2007959|Polo de Apoio Presencial Feira de Santana|1472
693539|CAMPUS  - JOÃO PESSOA - JARDIM MARIZÓPOLIS|1462
689522|Unidade SEDE|1463
658507|CAMPUS  - RIBEIRÃO PRETO - CENTRO|1465
1039554|Faculdade de Ribeirão Preto|1465
658509|CAMPUS IBES|1467
658510|CAMPUS  - UBERLÂNDIA - MARTINS|1468
658511|CAMPUS  - FLORIANÓPOLIS - SANTO ANTÔNIO DE LISBOA|1469
6223|Polo de Apoio Presencial - Blumenau/SC|1472
658512|Indaial (SC) - UNIASSELVI - Centro Universitário Leonardo da Vinci (EAD)|1472
2005631|Polo de Apoio Presencial Lages|1472
2005632|Polo de Apoio Presencial - Mairinque/SP|1472
2007960|FLORIANOPOLIS|1472
6225|Balneário Camboriú (SC) - AVANTIS  - Sociedade Civil Avantis de Ensino Superior (EAD)|1472
1052407|Polo de Apoio Presencial Alagoinha|1472
1052562|Pólo de Apoio Presencial Itabuna|1472
2005633|Polo de Apoio Presencial de Manaus|1472
2007962|IMBITUBA|1472
2007964|MARINGa|1472
2007965|PASSO FUNDO|1472
6226|Polo de Apoio Presencial - Florianópolis/SC|1472
1052564|Pólo de Apoio Presencial Jacobina/BA|1472
1052565|Polo de Apoio Presencial - Paulo Afonso/BA|1472
2005634|MARINGÁ|1472
2005635|Polo de Apoio Presencial - Palhoça/SC|1472
6228|Polo de Apoio Presencial de Guaramirim|1472
2005636|Polo de Apoio Presencial - Passo Fundo/RS|1472
658526|Unidade SEDE|1494
658528|SEDE - VILA VELHA|1496
4213|Unidade dr. Pedro Cesar Sampaio|1497
658529|Unidade Dr. Pedro Cesar Sampaio|1497
658530|Barro Vermelho|1498
658531|CAMPUS  - TABOÃO DA SERRA - CENTRO|1499
658532|POLO NA SEDE|1500
658533|CAMPUS  - FORTALEZA - ALDEOTA|1501
1055646|CAMPUS FLATED|1501
34746|Unidade Sede (Graduação)|1502
2008036|MANDIRITUBA|1491
2008041|GOIOERe|1491
2008042|FAZENDA RIO GRANDE|1491
2008191|IBIASSUCe|1491
2008193|HERVAL D'OESTE|1491
2008196|GUARATINGUETa|1491
2008198|GOIANeSIA|1491
2008273|PALMEIRA DAS MISSoES|1491
2008277|NONAI|1491
2008283|MACAuBAS|1491
695063|Unidade SEDE|1502
658535|CAMPUS  - CURITIBA - SANTA CÂNDIDA|1503
658536|Unidade SEDE|1504
658538|UNIDADE SEDE (CAMPUS)|1506
703564|Faculdade Projeção de Ceilãndia|1507
658540|CAMPUS  - MARINGÁ - ZONA 01|1508
2008043|DOIS VIZINHOS|1491
2008046|CURITIBA 4|1491
2008202|DOIS VIZINHOS|1491
2008204|CRUZEIRO DO SUL|1491
2008285|JUNQUEIRO|1491
2008288|ITARARe|1491
2008291|ARROIO DO TIGRE|1491
2905|PRADO|1509
658541|SEDE - FLORESTA|1509
658542|SEDE|1510
658543|Prédio I - Unidade Sede|1513
706080|UNIDADE  - SÃO MATEUS - UNIVERSITÁRIO|1514
2008049|CHOPINZINHO|1491
2008053|CAMPINA GRANDE DO SUL|1491
2008054|ASTORGA|1491
2008209|CONDEuBA|1491
2008210|ALFENAS|1491
2008211|CAcAPAVA DO SUL|1491
2008292|ALFENAS|1491
2008293|IMPERATRIZ|1491
2008294|IJUi|1491
658545|CAMPUS  - PORTO VELHO - 3 MARIAS|1515
1066246|sede|1516
658547|Faculdade Santa Terezinha|1518
1039919|Faculdade Anhanguera de Taguatinga|1518
658548|Unidade SEDE|1519
600115|Unidade - Butantã - São Paulo|1520
1000144|Unidade SEDE|1521
2008124|VENaNCIO AIRES|1491
2008129|TReS PASSOS|1491
2008212|CAcADOR|1491
2008216|CAPELINHA|1491
2008301|CONDEuBA|1491
2008302|CAcAPAVA DO SUL|1491
2008305|CAPELINHA|1491
4001|Campus I Belo Horizonte|1557
1044922|Núcleo de Prática Jurídica|1557
1044927|Serviço de Psicologia|1557
1044966|Pós Graduação|1557
1044971|FUMEC Virtual|1557
1045059|Academia da Polícia Militar de Minas Gerais|1557
1045061|Hospital da Baleia|1557
2008130|TANQUE NOVO|1491
2008131|TABAPORa|1491
2008134|SaO JOaO D'ALIANcA|1491
2008217|CAMPOS DO JORDaO|1491
2008218|CAMPO NOVO|1491
2008223|CAMPINA GRANDE DO SUL|1491
2008306|CAMPOS DO JORDaO|1491
2008307|CAMPO NOVO|1491
658578|CAMPUS  - JOÃO MONLEVADE - VILA TANQUE|1558
1043935|Unidade SEDE|1558
479|CAMPUS II - SERRA|1559
1866|Unidade SEDE|1559
658580|CAMPUS - SOROCABA - CENTRO|1561
1063778|Unidade Campolim|1561
693741|CAMPUS  - ILHA SOLTEIRA - CENTRO|1562
658582|CAMPUS - TERESINA - URUGUAI|1563
2008135|SaO FRANCISCO DO SUL|1491
2008137|SaO BENTO DO SUL|1491
2008224|CAMETa|1491
2008225|BRUMADO|1491
2008310|CAMETa|1491
2008312|BRUMADO|1491
2008314|BRAGANcA|1491
705950|CAMPUS  - BARRA DO PIRAÍ - ESTRADA BARRA DO PIRAÍ X VALENÇA|1542
1004156|CAMPUS/REITORIA  VOLTA REDONDA|1542
1063014|Faculdade Decisão|1544
658569|Faculdades Integradas Brasileiras|1545
692161|CAMPUS  - PEDREIRAS - ENGENHO|1546
658571|SEDE - JUAZEIRO DO NORTE|1547
658573|CAMPUS  - FOZ DO IGUAÇU - CENTRO|1550
131796|Faculdade Piauiense|1552
658575|Unidade SEDE|1554
2008139|SOMBRIO|1491
2008142|SENHOR DO BONFIM|1491
2008227|BRAGANcA|1491
2008228|BENTO GONcALVES|1491
2008236|ARROIO DO TIGRE|1491
2008318|XANXERe|1491
2008325|SaO PEDRO DO SUAcUI|1491
1045066|Centro Psíquico da Adolescência e Infância - FHEMIG|1557
1045067|Hospital Infantil João Paulo II - FHEMIG|1557
1045069|Instituto Raul Soares - FHEMIG|1557
1045070|Maternidade Odete Valadares|1557
1045072|Lar dos Idosos São José|1557
1045073|Centro de Atenção Psicossocial de Vespasiano|1557
2008144|SaO MANUEL|1491
2008145|SaO LUIZ GONZAGA|1491
2008147|SANDOVALINA|1491
2008240|VENaNCIO AIRES|1491
2008242|TReS PASSOS|1491
2008332|OURO PRETO|1491
2008333|MARICa|1491
2008334|MARIBONDO|1491
658551|CAMPUS  - FRANCISCO BELTRÃO - CENTRO|1523
658552|CAMPUS  - SALVADOR - NAZARÉ|1524
658554|CAMPUS  - SÃO PAULO - BOM RETIRO|1526
658557|POLO NA SEDE|1530
658558|CAMPUS ALTO DA SEMAR|1532
700035|SEDE|1535
658561|UNIDADE  - TELÊMACO BORBA - ALTO DAS OLIVEIRAS|1536
25526|Faculdade Projeção Taguatinga - campus Guará|1538
658563|Faculdade Projeção - Unidade Taguatinga|1538
658565|CAMPUS  - ARIQUEMES - SETOR DAS GRANDES ÁREAS|1540
2008150|SALGUEIRO|1491
2008151|SACRAMENTO|1491
2008243|TANQUE NOVO|1491
2008244|TABAPORa|1491
2008245|SaO MIGUEL DO OESTE|1491
2008336|LAJEADO|1491
2008340|ILHABELA|1491
658576|Unidade SEDE|1556
2955|CAMPUS II NOVA LIMA  FACULDADE DE CIÊNCIAS DA SAÚDE|1557
2008152|RONDON DO PARa|1491
2008153|RIO NEGRINHO|1491
2008161|PORTO DOS GAuCHOS|1491
2008246|SaO MANUEL|1491
2008248|SaO LUIZ GONZAGA|1491
2008341|GUAXUPe|1491
2008344|DIANoPOLIS|1491
2008350|CAMPINAS 3|1491
1045079|Unidades Básicas de Saúde do Município de Nova Lima|1557
1045083|Hospital Governador Israel Pinheiro - IPSEMG|1557
1052236|POLO NA SEDE|1557
1066167|Unidade Arnaldo / FEA|1557
2002725|SEDE|1557
2008163|PICOS|1491
2008164|PEDERNEIRAS|1491
2008249|SaO JOaO D'ALIANcA|1491
2008250|SaO FRANCISCO DO SUL|1491
2008356|BACABAL|1491
2008357|ANTONINA|1491
2008358|ALTONIA|1491
658566|CAMPUS  - SÃO PAULO - PERDIZES|1541
699753|Unidade Acadêmica Lapa I|1541
1041911|Unidade Acadêmica Lapa II|1541
658567|CAMPUS  - VOLTA REDONDA - ATERRADO|1542
701389|CAMPUS  - NOVA IGUAÇU - BAIRRO DA LUZ|1542
2008167|PANAMBI|1491
2008168|PALMEIRA DAS MISSoES|1491
2008252|SaO BENTO DO SUL|1491
2008254|SORRISO|1491
2008257|SANDOVALINA|1491
2008359|XANXERe|1491
2008361|SaO PEDRO DO SUAcUi|1491
2008010|GOIERe|1491
2008011|FAZENDA RIO GRANDE|1491
2008171|NONAI|1491
2008176|MAIRIPORa|1491
2008177|MACAuBAS|1491
2008259|SALGUEIRO|1491
2008260|SACRAMENTO|1491
2008367|MARICa|1491
2008368|LAJEADO|1491
2008373|DIANoPOLIS|1491
2008016|CHOPINZINHO|1491
2008019|CAPITaO LEONIDAS MARQUES|1491
2008024|UNIaO DA VIToRIA|1491
2008179|LORENA|1491
2008180|LAURO DE FREITAS|1491
2008261|RONDON DO PARa|1491
2008262|RIO NEGRINHO|1491
2008383|ANTONINA|1491
2008384|ALToNIA|1491
658524|CAMPUS  - UBERLÂNDIA - MORADA DA COLINA|1492
2008025|UBIRATa|1491
2008027|SaO PEDO DO IVAI|1491
2008181|JUNQUEIRO|1491
2008184|ITARARe|1491
2008188|IPOJUCA|1491
2008266|PORTO XAVIER|1491
2008267|PORTO DOS GAuCHOS|1491
2008268|PEDERNEIRAS|1491
1003682|Unidade SEDE|1492
133459|Unidade SEDE|1493
1060746|Unidade Centro|1493
1060748|Unidade Bueno|1493
2008034|PALMEIRA|1491
2008035|MATINHOS|1491
2008189|IMPERATRIZ|1491
2008190|IJUi|1491
2008272|PANAMBI|1491
658838|Unidade SEDE|1878
658839|Unidade Acadêmica|1879
658840|CAMPUS  - ARACRUZ - JARDINS|1880
658841|Unidade SEDE|1881
105059|Unidade SEDE|1883
658844|UNIDADE SEDE|1884
658845|CAMPUS  - SÃO LUÍS - RENASCENÇA|1885
693503|Unidade SEDE|1597
658610|UNIDADE SEDE|1598
1059820|UNIDADE CENTRO|1598
658611|UNIDADE SEDE (UNIDADE)|1599
658612|Campus JK|1600
658613|CAMPUS  - COROMANDEL - BRASIL NOVO|1601
658614|CAMPUS  - NOVA ANDRADINA - CENTRO|1605
658117|Unidade Sede|1606
658615|CENTRO|1606
693231|CAMPUS  - ALVORADA - VILA AGRITTER|1607
658617|Unidade SEDE|1609
693892|CAMPUS  - CARPINA - SANTA CRUZ|1749
658736|CAMPUS  - CURITIBA - BOA VISTA|1750
658737|CAMPUS  - SÃO PAULO - PINHEIROS|1752
1057087|Basílio da Gama|1752
658738|CAMPUS  - JOÃO PESSOA|1753
658739|CAMPUS - São Paulo|1756
658741|CAMPUS  - VITÓRIA DA CONQUISTA - CANDEIAS|1758
140674|SEDE (PORTÃO)|1759
142473|UNIDADE (XAXIM)|1759
132228|CAMPUS  - SÃO PAULO - PENHA|1762
1054900|Campus Belo Jardim|1809
1056271|Campus Caruaru- IFPE|1809
1058387|Pólo Garanhuns|1809
1058388|UAB   Pólo  Surubim|1809
2006535|Polo UAB - SANTA CRUZ DO CAPIBARIBE|1809
2006536|Polo UAB - ITABAIANA|1809
3263|IFSP - Campus Sertãozinho|1810
3319|IFSP - Campus Cubatão|1810
33181|IFSP - Campus Guarulhos|1810
33201|IFSP - Campus São Carlos|1810
33241|IFSP - Campus São João da Boa Vista|1810
33261|IFSP - Campus Bragança Paulista|1810
134128|IFSP - Campus São Paulo|1810
1006467|Unidade SEDE|1886
658847|CAMPUS - SERRA - CIVIT 02|1887
658850|ENDEREÇO SEDE|1892
1060541|Colegio Santo Antônio ( Capuchinhos)|1893
658852|UNIDADE  - JABOATÃO DOS GUARARAPES - PIEDADE|1894
3281|Sede Dom Luís|1895
3349|Sede Parque Ecologico|1895
1067702|SEDE BENFICA|1895
658856|Canto do Forte|1898
658618|FACULDADE DAS ATIVIDADES EMPRESARIAS DE TERESINA|1610
658619|Unidade SEDE|1611
658620|CAMPUS  - TOLEDO - JARDIM COOPAGRO|1612
658621|Unidade SEDE|1613
